,0,1,2
0,31.099983,31.0,0.099983215
1,73.89968,74.0,-0.10031891
2,62.89991,63.0,-0.10009003
3,63.10016,63.0,0.10015869
4,73.899734,74.0,-0.1002655
5,73.10026,73.0,0.10025787
6,71.10003,71.0,0.10002899
7,63.90007,64.0,-0.09992981
8,53.89977,54.0,-0.10023117
9,70.09991,70.0,0.09990692
10,53.099594,53.0,0.099594116
11,72.90013,73.0,-0.099868774
12,42.899734,43.0,-0.1002655
13,61.935726,62.0,-0.064273834
14,45.900158,46.0,-0.09984207
15,10.100116,10.0,0.100115776
16,59.899982,60.0,-0.10001755
17,58.099686,58.0,0.09968567
18,73.23198,73.0,0.23197937
19,74.09997,74.0,0.09996796
20,70.97827,72.0,-1.0217285
21,70.899414,71.0,-0.10058594
22,53.099644,53.0,0.09964371
23,42.899612,43.0,-0.10038757
24,57.995125,58.0,-0.004875183
25,62.900185,63.0,-0.09981537
26,71.09976,71.0,0.09976196
27,43.099926,43.0,0.099925995
28,63.5132,60.0,3.5131989
29,63.96024,62.0,1.9602394
30,71.10027,71.0,0.10027313
31,45.90008,46.0,-0.099918365
32,45.899952,46.0,-0.100048065
33,70.00083,70.0,0.000831604
34,63.89986,64.0,-0.10013962
35,71.90009,72.0,-0.09990692
36,46.099907,46.0,0.09990692
37,73.10014,73.0,0.10014343
38,51.89978,52.0,-0.10021973
39,70.95015,71.0,-0.049850464
40,61.900036,62.0,-0.09996414
41,30.899868,31.0,-0.10013199
42,72.89987,73.0,-0.100128174
43,71.06593,71.0,0.06593323
44,58.900055,59.0,-0.09994507
45,58.89982,59.0,-0.10018158
46,60.09995,60.0,0.09994888
47,70.97827,72.0,-1.0217285
48,62.100254,62.0,0.10025406
49,72.10028,72.0,0.10028076
50,69.900116,70.0,-0.09988403
51,70.9002,71.0,-0.09980011
52,61.89979,62.0,-0.10020828
53,31.100168,31.0,0.10016823
54,59.09975,59.0,0.09975052
55,52.10038,52.0,0.100379944
56,53.961285,54.0,-0.038715363
57,70.10011,70.0,0.100112915
58,62.100014,62.0,0.10001373
59,73.89964,74.0,-0.100357056
60,73.90023,74.0,-0.09976959
61,71.89996,72.0,-0.10003662
62,71.89958,72.0,-0.10041809
63,58.899582,59.0,-0.10041809
64,60.099773,60.0,0.09977341
65,61.900105,62.0,-0.09989548
66,63.900097,64.0,-0.09990311
67,63.100372,63.0,0.100372314
68,61.89985,62.0,-0.10015106
69,72.90023,73.0,-0.09976959
70,63.5132,60.0,3.5131989
71,71.03846,72.0,-0.9615402
72,60.100094,60.0,0.10009384
73,10.09986,10.0,0.09986019
