,0,1,2
0,72.66151,73.0,-0.33849335
1,46.099792,46.0,0.09979248
2,73.100174,73.0,0.10017395
3,72.89988,73.0,-0.100120544
4,53.100155,53.0,0.10015488
5,72.04782,72.0,0.047821045
6,58.491272,58.0,0.49127197
7,42.89964,43.0,-0.10036087
8,72.89981,73.0,-0.10018921
9,61.10001,61.0,0.10000992
10,70.100136,70.0,0.1001358
11,63.899902,64.0,-0.100097656
12,62.90003,63.0,-0.09997177
13,60.099926,60.0,0.099925995
14,59.899998,60.0,-0.10000229
15,61.90018,62.0,-0.09981918
16,10.099564,10.0,0.0995636
17,30.900003,31.0,-0.09999657
18,62.0999,62.0,0.09989929
19,66.1,66.0,0.099998474
20,59.10001,59.0,0.10000992
21,70.09982,70.0,0.099823
22,59.66092,60.0,-0.3390808
23,51.899715,52.0,-0.10028458
24,69.89997,70.0,-0.10002899
25,72.09996,72.0,0.09996033
26,59.82509,59.0,0.8250885
27,30.900099,31.0,-0.0999012
28,30.899992,31.0,-0.10000801
29,59.71756,61.0,-1.2824402
30,52.107384,52.0,0.10738373
31,73.899475,74.0,-0.1005249
32,59.71756,61.0,-1.2824402
33,30.900042,31.0,-0.09995842
34,70.65474,70.0,0.6547394
35,67.099884,67.0,0.09988403
36,70.65474,70.0,0.6547394
37,65.899994,66.0,-0.1000061
38,62.10008,62.0,0.10007858
39,70.10024,70.0,0.100242615
40,45.900074,46.0,-0.099925995
41,61.89956,62.0,-0.10044098
42,73.899666,74.0,-0.10033417
43,59.90005,60.0,-0.09994888
44,33.89984,34.0,-0.10015869
45,70.89995,71.0,-0.10005188
46,59.82509,59.0,0.8250885
47,71.900055,72.0,-0.09994507
48,72.10025,72.0,0.100250244
49,58.899696,59.0,-0.10030365
50,34.10002,34.0,0.10002136
51,45.899506,46.0,-0.100494385
52,70.89992,71.0,-0.1000824
53,46.100235,46.0,0.100234985
54,54.899548,55.0,-0.10045242
55,73.89982,74.0,-0.10018158
56,53.099712,53.0,0.09971237
57,42.89964,43.0,-0.10036087
58,71.899956,72.0,-0.10004425
59,65.90013,66.0,-0.099868774
60,73.0578,73.0,0.057800293
61,45.90004,46.0,-0.09996033
62,70.89982,71.0,-0.10018158
63,60.100365,60.0,0.100364685
64,67.10014,67.0,0.10014343
65,55.09954,55.0,0.09954071
66,58.89995,59.0,-0.10005188
67,70.10006,70.0,0.10005951
68,71.90423,72.0,-0.09577179
69,60.100155,60.0,0.10015488
70,53.09993,53.0,0.09992981
71,52.89963,53.0,-0.1003685
72,62.899845,63.0,-0.10015488
73,73.89987,74.0,-0.100128174
